Rank,Company_Name,Year,Industry,Env_Sector,Financial_Sector,Country,Legal_Origin,GDP_Per_Capita,LN_GDP_Per_Capita,GDP,LN_GDP,Environmental_Performance_Index,Social_Progress_Index,Governance_Index,Sustainable_Competitiveness_Index,Institutions,Security,Security_1_Organized_Crime,Security_2_Homicide_Rate,Secuirt_3_Terrorism_Incidence,Security_4_Reliability_Policy_Services,Social_Capital,Checks_Balances,Check_Balance_1_Budget_Transparency,Check_Balance_2_Judicial_Independence,Check_Balance_3_Efficiency_Legal_Framework,Check_Balance_4_Freedom_Press,Public_Sector_Performance,Public_Sector_Performance_1_Burden_Government_Regulation,Public_Sector_Performance_2_Efficiency_Legal_Framework,Public_Sector_Performance_3_EParticipation,Transparency_Corruption,Property_Rights,Property_Rights_1_Property_Rigths,Property_Rights_2_Intellectual_Property_Protection,Property_Rights_3_Quality_Land_Administration,Corporate_Governance,CG_1_Strength_Auditing_Accounting_Standards,CG_2_Conflict_Interest_Regulation,CG_3_Shareholder_Governance,Future_Orientation_Government,FOG_1_Government_Ensuring_Policy_Stability,FOG_2_Government_Responsiveness_Change,FOG_3_Adaptability_Digital_Business_Models,FOG_4_Government_Long_Term_Vision,FOG_5_Energy_Efficiency_Regulation,FOG_6_Renewable_Energy_Regulation,FOG_7_Environment_Treaties,Number_of_Employees,LN_N_Employees,Revenues,Profits,Assets,LN_Assets,ROA,SR_1,GRI,IR,Environment_SP,Social_SP,Governance_SP,ESG
50,China Railway Engineering Group,2020,Engineering & Construction,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,302394,12.6194860818208,123324,1535.3,152983,11.9380820830902,.0100357556068321,1,1,0,14,15,18,16
51,Kroger,2020,Food & Drug Stores,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,435000,12.9831013100708,122286,1659,45256,10.720090537023,.0366581226798657,1,1,0,53,25,50,44
52,SAIC Motor,2020,Motor Vehicles & Parts,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,151785,11.930220324832,122071,3706.1,121931,11.7112105899477,.0303950595008652,1,0,1,16,10,12,13
53,Fannie Mae,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,7500,8.9226582995244,120304,14160,3503319,15.0692213628351,.00404188142729794,1,1,0, , , , 
54,China Railway Construction,2020,Engineering & Construction,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,364907,12.8073978055784,120302,1359.2,155598,11.9550310371734,.00873533078831347,0,0,0, , , , 
55,Gazprom,2020,Energy,High Risk,Non-Financial,Russia,Code Law (Stakeholder-Oriented),10126.7,9.22293077911547,1416124.43,14.1634344236689,50.5,73.45,26.19,49.2,52.6,68.6,60.4,70.5,93.1,50.3,45.3,48.4,72,37.2,34.6,49.7,56.9,37,41.4,92.1,28,59.6,44.7,47.3,86.7,59.2,54.6,50,73,54.7,44.9,47.4,48.1,51,59.2,59.9,65.5,473800,13.0685405707068,118009,18593,352398,12.7725164976592,.052761366409571,1,1,0,65,39,41,47
56,BMW Group,2020,Motor Vehicles & Parts,High Risk,Non-Financial,Germany,Code Law (Stakeholder-Oriented),46208.4,10.7409168787247,3434435.99,15.0493632751062,77.2,90.32,80.22,56.6,72.4,80.9,60.1,98.3,96.8,68.3,61.6,71.2,69,66.9,63.6,85.4,71,56.9,63.9,92.1,80,72,71.8,70.9,73.3,63.3,73,50,67,79,71,60,67.3,59,84.5,96.6,100,133778,11.8039369886429,116638,5501.2,255945,12.4527178566295,.0214936802828733,1,1,0, , , , 
57,Lukoil,2020,Energy,High Risk,Non-Financial,Russia,Code Law (Stakeholder-Oriented),10126.7,9.22293077911547,1416124.43,14.1634344236689,50.5,73.45,26.19,49.2,52.6,68.6,60.4,70.5,93.1,50.3,45.3,48.4,72,37.2,34.6,49.7,56.9,37,41.4,92.1,28,59.6,44.7,47.3,86.7,59.2,54.6,50,73,54.7,44.9,47.4,48.1,51,59.2,59.9,65.5,101000,11.5228757958234,114621,9895.2,95773,11.4697360870746,.103319307111608,1,1,0,55,40,48,47
58,Bank of America,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,208131,12.2459229681301,113589,27430,2434079,14.705079008864,.0112691494400962,1,1,0,90,76,72,75
59,Home Depot,2020,Retailing,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,415700,12.9377191252407,110225,11242,51236,10.844197688951,.219416035599969,1,1,1,49,30,35,37
60,Japan Post Holdings,2020,Financials,Low Risk,Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559405,4380756.53,15.2927319911819,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,245472,12.410938166759,109915,4449.3,2647344,14.7890674312089,.00168066560295904,1,0,1,55,16,28,28
61,Phillips 66,2020,Energy,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,14500,9.58190392840867,109559,3076,58720,10.9805356632884,.0523841961852861,1,1,1,21,41,35,32
62,Nippon Telegraph and Telephone,2020,Telecommunications,Low Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559405,4380756.53,15.2927319911819,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,319039,12.6730686313475,109448,7866.9,212956,12.2688408505825,.0369414339112305,1,1,1, , , , 
63,Comcast,2020,Telecommunications,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,190000,12.1547793511426,108942,13057,263414,12.4814822179798,.049568360071978,1,1,0,42,33,46,40
64,China National Offshore Oil,2020,Energy,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,92080,11.4304130433958,108687,6957.2,184922,12.1276893935315,.0376223488822314,1,1,0,18,39,29,29
65,China Mobile Communications,2020,Telecommunications,Low Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,457565,13.0336742301085,108527,12145.1,266190,12.4919656184975,.045625680904617,1,1,0,64,34,19,33
66,Assicurazioni Generali,2020,Financials,Low Risk,Financial,Italy,Code Law (Stakeholder-Oriented),31714.2,10.3645198090927,1744731.95,14.3721114915042,71,86.56,66.58,51.7,58.6,77,45.1,99.3,99.3,64.1,55.1,55.6,73,50.4,24.1,75,45.3,17.6,22.8,95.5,52,68.3,56.3,60.2,88.3,58.1,57.2,57,60,57.1,31,28,36.1,20.6,89.2,84.1,82.8,71936,11.1835321138133,105921,2988.4,577558,13.2665641492355,.00517419895491016,1,1,0,96,89,84,87
67,Crédit Agricole,2020,Financials,Low Risk,Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.5720961086489,2410285.65,14.695255825414,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,73037,11.1987214410409,104972,5421.7,1984003,14.5006270789226,.0027327075614301,1,1,0,80,50,42,49
68,Anthem,2020,Health Care,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,70600,11.1647854234813,104213,4807,77453,11.2574265797624,.0620634449278918,1,1,0,72,74,71,73
69,Wells Fargo,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,259800,12.4676673832186,103915,19549,1927555,14.4717629183835,.01014186365629,1,1,0,71,34,29,36
70,Citigroup,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,200000,12.2060726455302,103449,19401,1951158,14.4839336004369,.00994332596335099,1,1,0,93,72,55,66
71,Valero Energy,2020,Energy,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,10222,9.23229753932823,102729,2422,53864,10.8942176302251,.0449650972820437,1,1,0,30,43,51,42
72,Itochu,2020,Wholesalers,Low Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559405,4380756.53,15.2927319911819,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,151430,11.9278787509507,100522,4611,101042,11.5232915509694,.0456344886284911,1,1,1,91,84,66,78
73,HSBC Holdings,2020,Financials,Low Risk,Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.6227702067007,2891615.58,14.8773259281142,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,235351,12.3688332958111,98673,7383,2715152,14.8143584950501,.00271918478228843,0,0,0,76,56,62,62
74,Siemens,2020,Industrials,High Risk,Non-Financial,Germany,Code Law (Stakeholder-Oriented),46208.4,10.7409168787247,3434435.99,15.0493632751062,77.2,90.32,80.22,56.6,72.4,80.9,60.1,98.3,96.8,68.3,61.6,71.2,69,66.9,63.6,85.4,71,56.9,63.9,92.1,80,72,71.8,70.9,73.3,63.3,73,50,67,79,71,60,67.3,59,84.5,96.6,100,385000,12.8609986132699,97937,5834.5,163785,12.0063098711163,.035622920291846,1,0,0,43,27,29,32
75,Pacific Construction Group,2020,Engineering & Construction,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,453635,13.0250481889128,97536,3455,63695,11.0618613455439,.0542428762069236,0,0,0, , , , 
76,Rosneft Oil,2020,Energy,High Risk,Non-Financial,Russia,Code Law (Stakeholder-Oriented),10126.7,9.22293077911547,1416124.43,14.1634344236689,50.5,73.45,26.19,49.2,52.6,68.6,60.4,70.5,93.1,50.3,45.3,48.4,72,37.2,34.6,49.7,56.9,37,41.4,92.1,28,59.6,44.7,47.3,86.7,59.2,54.6,50,73,54.7,44.9,47.4,48.1,51,59.2,59.9,65.5,335000,12.7218858108072,96313,10943.6,208549,12.2479293046004,.0524749579235575,1,1,1,50,37,52,47
77,General Electric,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,205000,12.2307652581205,95214,-4979,266048,12.4914320226123,-.0187146680298292,1,1,0,34,32,29,31
78,China Communications Construction,2020,Engineering & Construction,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,197309,12.1925263067838,95096,1332.6,232053,12.354721072834,.00574265361792349,1,1,0,12,30,28,24
79,China Resources,2020,Retailing,Low Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,396456,12.8903203429031,94758,3571.6,232277,12.3556859039557,.0153764686129061,0,0,0, , , , 
80,Prudential,2020,Financials,Low Risk,Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.6227702067007,2891615.58,14.8773259281142,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,18125,9.80504747972287,93736,783,454214,13.0263237316044,.00172385703655105,1,0,0,72,46,56,55
81,Dell Technologies,2020,Technology,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,165000,12.0137007528827,92154,4616,118861,11.6857100221446,.0388352781820782,1,1,0,56,28,39,41
82,Nestlé,2020,"Food, Beverages & Tobacco",High Risk,Non-Financial,Switzerland,Code Law (Stakeholder-Oriented),87097,11.3747777190786,740026.24,13.5144409240111,81.5,91.78,82.71,60.4,77.5,93.8,84.8,100,100,90.5,62.4,78.8,67.9,87,71,89.5,76,63.2,80.5,84.3,85,85.7,90.4,88.3,78.3,61.6,84.9,33,67,76.8,89.7,67.1,60.5,70.1,68.8,86.7,89.7,291000,12.5810785461536,92107,12546.2,123859,11.7268991008279,.101294213581573,1,1,1,59,44,43,48
83,Nissan Motor,2020,Motor Vehicles & Parts,High Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559405,4380756.53,15.2927319911819,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,144933,11.8840268456504,90863,-6173.7,157090,11.964574168494,-.0393004010439875,1,1,1,66,68,56,63
84,Hyundai Motor,2020,Motor Vehicles & Parts,High Risk,Non-Financial,South Korea,Code Law (Stakeholder-Oriented),31631.5,10.3619087385075,1623895.08,14.3003381917054,66.5,88.42,76.08,53.9,65.8,85.2,69,99.7,100,72.4,49.2,56.1,60,48.8,40.7,75.1,63.6,37.6,53.2,100,57,72.8,66.9,59.9,91.7,72.5,71.6,73,73,69.5,47.1,54.6,55.2,56.9,87.2,83.1,86.2,114032,11.6442343897417,90740,2557.1,168220,12.0330279255164,.0152009273570325,1,1,0,80,79,75,78
85,Legal & General Group,2020,Financials,Low Risk,Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.6227702067007,2891615.58,14.8773259281142,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,8542,9.05275045140141,90615,2340.3,742524,13.5178104723689,.00315181731499588,1,1,1,59,43,71,60
86,Deutsche Telekom,2020,Telecommunications,Low Risk,Non-Financial,Germany,Code Law (Stakeholder-Oriented),46208.4,10.7409168787247,3434435.99,15.0493632751062,77.2,90.32,80.22,56.6,72.4,80.9,60.1,98.3,96.8,68.3,61.6,71.2,69,66.9,63.6,85.4,71,56.9,63.9,92.1,80,72,71.8,70.9,73.3,63.3,73,50,67,79,71,60,67.3,59,84.5,96.6,100,210533,12.2573976894137,90135,4328.2,191562,12.1629667949951,.0225942514694981,1,1,0,79,70,63,70
87,Enel,2020,Energy,High Risk,Non-Financial,Italy,Code Law (Stakeholder-Oriented),31714.2,10.3645198090927,1744731.95,14.3721114915042,71,86.56,66.58,51.7,58.6,77,45.1,99.3,99.3,64.1,55.1,55.6,73,50.4,24.1,75,45.3,17.6,22.8,95.5,52,68.3,56.3,60.2,88.3,58.1,57.2,57,60,57.1,31,28,36.1,20.6,89.2,84.1,82.8,68253,11.1309766681251,89907,2433.3,192409,12.1673785936665,.0126464978249458,1,1,0,88,88,88,88
88,Aviva,2020,Financials,Low Risk,Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.6227702067007,2891615.58,14.8773259281142,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,31181,10.3475642139384,89647,3251.4,609327,13.320110348401,.00533605108587015,1,1,0,81,56,69,66
89,China FAW Group,2020,Motor Vehicles & Parts,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,129580,11.7720537300039,89417,2847.8,70354,11.1612949194905,.0404781533388293,1,0,0,7,12,6,8
90,China Post Group,2020,Transportation,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,927171,13.7398932935556,89347,4440.9,1518543,14.2332618804855,.00292444797414364,0,0,0, , , , 
91,Amer International Group,2020,Industrials,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,18103,9.80383294937594,88862,1807.3,23171,10.0506567757527,.0779983600189893,1,0,0, , , , 
92,China Minmetals,2020,Materials,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,199486,12.203499337411,88357,230.1,133442,11.8014222054898,.00172434465910283,1,1,0, , , , 
93,Banco Santander,2020,Financials,Low Risk,Financial,Spain,Code Law (Stakeholder-Oriented),27063.2,10.2059301504611,1180730.24,13.9816436524924,74.3,87.53,75.52,52.7,65.1,91.9,81.2,99.3,98.3,88.6,56.8,56,54,52.8,39.3,78,59.6,31.4,49,98.3,58,67,63.1,63,75,71.8,75.3,63,77,59.5,53.1,38.7,44.3,29.2,70.6,66.1,96.6,189769,12.1535628219973,88257,7292,1709073,14.3514616762235,.00426664045362603,1,1,1,53,45,41,44
94,SoftBank Group,2020,Telecommunications,Low Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559405,4380756.53,15.2927319911819,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,80909,11.3010803453138,87440,-8844.3,344752,12.750580596944,-.0256540933772683,1,1,1,86,73,67,73
95,Bosch Group,2020,Motor Vehicles & Parts,High Risk,Non-Financial,Germany,Code Law (Stakeholder-Oriented),46208.4,10.7409168787247,3434435.99,15.0493632751062,77.2,90.32,80.22,56.6,72.4,80.9,60.1,98.3,96.8,68.3,61.6,71.2,69,66.9,63.6,85.4,71,56.9,63.9,92.1,80,72,71.8,70.9,73.3,63.3,73,50,67,79,71,60,67.3,59,84.5,96.6,100,398150,12.8945840976856,86990,1780.7,99927,11.5121951983905,.0178200086062826,1,0,0, , , , 
96,Reliance Industries,2020,Energy,High Risk,Non-Financial,India,Common-Law (Shareholder-Oriented),1927.7,7.56408286140355,2500132.19,14.7318541644405,27.6,58.81,45.85,40.9,56.8,56.8,55,90.8,26.3,53.4,46.8,51.9,48,54.8,50.3,54.3,66.4,51.8,51.8,95.5,41,47.8,56.9,57.4,29,74.2,62.5,73,87,69.7,58.6,55.9,58.9,60,66.4,87.3,89.7,195618,12.1839190568887,86270,5624.9,154196,11.9459797994377,.0364788969882487,0,0,1,20,18,29,22
97,SK Holdings,2020,Energy,High Risk,Non-Financial,South Korea,Code Law (Stakeholder-Oriented),31631.5,10.3619087385075,1623895.08,14.3003381917054,66.5,88.42,76.08,53.9,65.8,85.2,69,99.7,100,72.4,49.2,56.1,60,48.8,40.7,75.1,63.6,37.6,53.2,100,57,72.8,66.9,59.9,91.7,72.5,71.6,73,73,69.5,47.1,54.6,55.2,56.9,87.2,83.1,86.2,108911,11.5982863139209,86163,615.5,114175,11.6454876380532,.00539084738340267,1,1,0,22,19,19,19
98,Carrefour,2020,Food & Drug Stores,High Risk,Non-Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.5720961086489,2410285.65,14.695255825414,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,321383,12.6803888372961,85905,1263.6,57020,10.9511573624667,.0221606453875833,1,0,0,81,61,73,72
99,BNP Paribas,2020,Financials,Low Risk,Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.5720961086489,2410285.65,14.695255825414,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,194001,12.1756185926714,85058,9147.7,2429674,14.7032676499384,.00376499069422482,1,1,0,97,88,75,82
100,Dongfeng Motor,2020,Motor Vehicles & Parts,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,154641,11.9488615804935,84049,1328.4,71423,11.1763752253069,.0185990507259566,1,1,0,15,18,12,15
